## dioPeriod = 1.0
## startTime = 1463665206.03
## numMotes = 100
## otfHousekeepingPeriod = 5.0
## slotframeLength = 101
## squareSide = 2.0
## cpuID = None
## sixtopPdrThreshold = 1.5
## slotDuration = 0.01
## sixtopNoHousekeeping = 0
## pkPeriodVar = 0.05
## numCyclesPerRun = 100
## numRuns = 2
## otfThreshold = 4
## sixtopNoRemoveWorstCell = 0
## burstTimestamp = 20
## simDataDir = simData
## numChans = 16
## minRssi = -97
## noInterference = 0
## numPacketsBurst = 5
## gui = False
## pkPeriod = None
## combinationKeys = ['numMotes', 'otfThreshold']
## sixtopHousekeepingPeriod = 1.0


# appGenerated appReachesDagroot appRelayed aveHops aveLatency aveQueueDelay chargeConsumed collidedTxs cycle droppedAppFailedEnqueue droppedMacRetries droppedNoRoute droppedNoTxCells droppedQueueFull effectiveCollidedTxs numRxCells numTx numTxCells otfAdd otfRemove probableCollisions rplChurnParentSet rplChurnPrefParent rplChurnRank rplRxDIO rplTxDIO runNum scheduleCollisions topRxRelocatedCells topTxRelocatedBundles topTxRelocatedCells txQueueFill
             0                 0          0       0          0             0              0           0     0                       0                 0              0                0                0                    0          0     0          0      0         0                  0                 0                  0            0        0        0      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0              0           0     1                       0                 0              0                0                0                    0          0     0          0      0         0                  0               314                355           16     1464      100      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0              0           0     2                       0                 0              0                0                0                    0          0     0          0      0         0                  0                 0                489            0     1464      100      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0              0           0     3                       0                 0              0                0                0                    0          0     0          0      0         0                  0                 0                489            0     1464      100      0                  0                   0                     0                   0           0
             0                 0          0       0          0             0       1057.800          19     4                       0                 0              0                0                0                    6        153     0        153    153         0                  0                 0                489            0     1464      100      0                 10                   0                     0                   0           0
             0                 0          0       0          0             0       7011.000          53     5                       0                 0              0                0                0                   12        273     0        273    120         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      13726.800          53     6                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      20442.600          53     7                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      27158.400          53     8                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      33874.200          53     9                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      40590.000          53    10                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      47305.800          53    11                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      54021.600          53    12                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      60737.400          53    13                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      67453.200          53    14                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      74169.000          53    15                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      80884.800          53    16                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      87600.600          53    17                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
             0                 0          0       0          0             0      94316.400          53    18                       0                 0              0                0                0                   12        273     0        273      0         0                  0                 0                489            0     1464      100      0                 27                   0                     0                   0           0
            99                 2         28   1.000      3.000       260.000     105258.820          53    19                       0                 0              0                0                0                   12        273    41        273      0         0                  1                 0                489            0     1464      100      0                 27                   0                     0                   0          97
             0                22         86   1.545     76.318      4158.167     126907.460          51    20                       0                 0              0                0                2                   12        274   183        274      2         0                  4                 7                475           27     1464      100      0                 26                   1                     0                   0          75
             0                17         15   2.294    172.647      2195.833     138013.420          50    21                       0                 0              0                0                1                   10        268   223        268      0         0                  0                 9                472          100     1464      100      0                 25                   0                     0                   0          58
             0                13          8   2.615    270.077      2607.667     147664.300          48    22                       0                 0              0                0                2                    8        267   251        267      0         0                  0                 4                459           77     1464      100      0                 24                   1                     0                   0          45
             0                12          4   2.833    369.750      2508.167     156464.100          52    23                       0                 0              0                0                0                    8        280   271        280      6         0                  0                 0                474           66     1464      100      0                 26                   0                     0                   0          33
             0                15          2   2.800    488.667      2177.550     165882.000          58    24                       0                 0              0                0                0                   10        306   291        306     10         0                  0                 0                490           64     1464      100      0                 29                   0                     0                   0          18
